variant_name,fold_id,model_name,metric_scope,grouping_name,group_key,row_count,brier_score,log_loss,expected_calibration_error,calibration_intercept,calibration_slope,calibration_status,fold_count,variant_status,analysis_label,non_confirmatory
last_trade_only,,platt,fold_macro,horizon,14d,9830,0.11274648257564333,0.35587550564763243,0.054281985532267776,0.07497893701245524,0.9228493603526264,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,platt,fold_macro,horizon,15m,318960,0.05798102425755668,0.19620265352579197,0.013154650330334154,-0.06788620978241186,1.0646305105570304,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,platt,fold_macro,horizon,1d,89927,0.110212438018763,0.3485768896189224,0.02404980587177978,-0.042720000726559196,0.8845782152189887,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,platt,fold_macro,horizon,1h,213343,0.05505625982355573,0.1865887628308658,0.014106281364587329,-0.04943881038614925,1.051955220946897,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,platt,fold_macro,horizon,30d,6849,0.12759033301862052,0.4033899855270679,0.07322653661546255,0.018826483694959376,0.9075637357261925,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,platt,fold_macro,horizon,3d,35649,0.08910185215154252,0.2918568562608938,0.029983850822769113,0.093917716510571,0.9295115585377512,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,platt,fold_macro,horizon,6h,178491,0.08799189946660123,0.28380487349156924,0.019818887903094648,-0.011882538432098378,0.9049216270122631,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,platt,fold_macro,horizon,7d,14899,0.09913423753382612,0.3167332428003987,0.047288296569095986,0.04921233353420696,0.9493244475487949,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,platt,fold_macro,horizon,close,322768,0.035089867984840435,0.13007465558340528,0.01792426147396639,-0.21835500406410757,1.1557693157986568,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,platt,fold_macro,overall,overall,1190716,0.06446357277541682,0.21574480647914884,0.009614601487315947,-0.04053203067536503,1.0087850184233784,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,raw,fold_macro,horizon,14d,9830,0.11225558475488756,0.35382120443937165,0.05962414726616394,0.048180999863275405,1.1011616405452116,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,raw,fold_macro,horizon,15m,318960,0.05892053150147774,0.20218177247999475,0.0278824089646966,-0.09709049808693862,1.2701557528517489,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
