model_name,horizon_name,filter_name,min_liquidity_proxy,min_cumulative_volume,input_row_count,row_count,brier_score,log_loss,expected_calibration_error,calibration_intercept,calibration_slope,calibration_status,empty_bin_count,sparse_bin_count,analysis_label,non_confirmatory,aggregation_mode,status
binned_reliability,6h,all_rows,,,2955672,112596,0.11102323993588137,0.3484945152728621,0.007041403815419023,-0.007675596929815287,0.9825759976741504,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,7d,all_rows,,,2955672,14899,0.10554809048669794,0.33437413208556493,0.010215821687661985,-0.07336917763261551,1.0033265536150402,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,close,all_rows,,,2955672,66395,0.05470114934548896,0.19546981822017132,0.016407879671633003,-0.10264774051866973,1.1432871734625052,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,14d,all_rows,,,2955672,9830,0.10919289104423088,0.34482457640527986,0.051037333155223144,-0.477443077144323,1.0121062288780143,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,15m,all_rows,,,2955672,116397,0.10428965192134561,0.3315779683137089,0.02956579239988125,-0.2751139689266047,1.0434405343775666,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,1d,all_rows,,,2955672,71281,0.12623700555466863,0.3911347693655194,0.04662691239996137,-0.403405308368707,0.9226026432151873,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,1h,all_rows,,,2955672,61338,0.09879581656133112,0.3140397083660883,0.034423381218416135,-0.35586044673422024,0.9760672600542482,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,30d,all_rows,,,2955672,6849,0.11363961935748995,0.3606430713279862,0.0374899404678957,-0.3333515511575954,0.9876873602097174,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,3d,all_rows,,,2955672,33027,0.11720210394626536,0.364885132665964,0.06466851152346807,-0.5803796463298896,0.9451673722196399,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,6h,all_rows,,,2955672,112596,0.11582610773678996,0.35777320352161723,0.05327543845395989,-0.48122135081390416,0.9551801219101619,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,7d,all_rows,,,2955672,14899,0.11090296603994076,0.3476606867813844,0.05999699156585997,-0.5600992385613452,1.0124184110656842,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,close,all_rows,,,2955672,66395,0.055339686107223895,0.19179275727174777,0.01745671904699155,-0.3105649846426392,1.0780856668870407,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,14d,all_rows,,,2955672,9830,0.10439466879918344,0.3331628455248275,0.012429821915680213,0.032000406946567805,1.0050455241705256,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,15m,all_rows,,,2955672,116397,0.10225717152949754,0.3304867785727697,0.008351550973344668,0.04803603268523147,1.051057391725308,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,1d,all_rows,,,2955672,71281,0.12147555996719923,0.38491778699490614,0.009334851725545433,-0.06539946479240515,0.8884502264395723,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,1h,all_rows,,,2955672,61338,0.09588245079281837,0.31056789812233865,0.005898618041901125,0.03253486828018242,0.9900262070657939,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,30d,all_rows,,,2955672,6849,0.11059950054099127,0.35381973728063554,0.008958462592659635,0.03809089902749023,0.9821452155989263,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,3d,all_rows,,,2955672,33027,0.10943778649070382,0.35481769654746687,0.012568505387019755,-0.0027134955969009295,0.8927644427666929,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,6h,all_rows,,,2955672,112596,0.11068339882095227,0.3473031667925071,0.010052254037916234,0.00859439786961381,0.9410078386299314,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,7d,all_rows,,,2955672,14899,0.10487854408823764,0.3360489299998383,0.009315849403543732,-0.028099577752135476,0.9902495758794685,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,close,all_rows,,,2955672,66395,0.05446118965086842,0.19722335018302345,0.014253759743206333,-0.0023118440374637304,1.099749662213311,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,14d,all_rows,,,2955672,9830,0.1042482529829665,0.3296636672157594,0.010202603511930086,-0.003975925720183805,1.0174578653641875,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,15m,all_rows,,,2955672,116397,0.10211286870183073,0.32560297387647125,0.007688733351776318,0.005738997690780953,1.051153065559564,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,1d,all_rows,,,2955672,71281,0.12133191465364611,0.3779596114640287,0.007008007277886755,-0.06114199884199819,0.9378419843103981,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,1h,all_rows,,,2955672,61338,0.09580353457934557,0.30524954768532064,0.00462773768670388,-0.028695371555458683,0.9868909388322721,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,30d,all_rows,,,2955672,6849,0.11050293056671155,0.3516966769692348,0.007357007849310997,0.0066098808403560055,0.9910063277981368,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,3d,all_rows,,,2955672,33027,0.1094091928182854,0.34405118670886314,0.008693912998829439,-0.01367085823185331,0.9495854784515166,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,6h,all_rows,,,2955672,112596,0.11040455245069435,0.34214495371024684,0.005938511542024072,-0.01002255252216062,0.9799331990388694,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,7d,all_rows,,,2955672,14899,0.10477073391827288,0.32950423770939313,0.009538047695523627,-0.06413856033001865,1.015212319943793,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,close,all_rows,,,2955672,66395,0.05435112082479121,0.18859853272027843,0.010434369654926277,-0.12091566681274724,1.0779372106248826,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,14d,all_rows,,,2955672,9830,0.10441749745676478,0.33092047757850007,0.014937945066124102,-0.042937674695200156,1.0868553284694324,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,15m,all_rows,,,2955672,116397,0.10243894516175177,0.32727523890012516,0.01773078343943573,-0.047615251101415706,1.1264603871181342,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,1d,all_rows,,,2955672,71281,0.12143095355003905,0.3781960567921747,0.013582020454258504,-0.10573503441909994,1.007347803841325,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,1h,all_rows,,,2955672,61338,0.09593751181978104,0.30579742717130576,0.011144315106459307,-0.0741523169295318,1.0610244815449037,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,30d,all_rows,,,2955672,6849,0.11055768725361413,0.352142870951505,0.01077237552927433,-0.02895976650440152,1.0585423638667262,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,3d,all_rows,,,2955672,33027,0.10945325037091727,0.34402407885507974,0.010007266781724053,-0.06299059118400832,1.0192464915218398,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,6h,all_rows,,,2955672,112596,0.11043131727590107,0.3427403651839408,0.010119542434900004,-0.06021246489078774,1.0535049596468087,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,7d,all_rows,,,2955672,14899,0.10505015772870493,0.33111739188300604,0.016932008859655016,-0.10998717793029426,1.0867672465148104,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,close,all_rows,,,2955672,66395,0.054743965660107495,0.19068760574463395,0.017971534001054293,-0.17339455011804672,1.15390782448354,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,14d,liquidity_proxy_ge_1,1.0,,2955672,9775,0.10420177174287003,0.3295457773157935,0.009629045748899938,-0.0022996531239486396,1.0196114712370719,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,15m,liquidity_proxy_ge_1,1.0,,2955672,116275,0.10199727187563862,0.3253072208056246,0.008148939309976509,0.004208975866305102,1.0549258085398876,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,1d,liquidity_proxy_ge_1,1.0,,2955672,70815,0.1208986393434048,0.37634741286799417,0.006865576856907403,-0.06054723491964688,0.9410316287076974,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,1h,liquidity_proxy_ge_1,1.0,,2955672,61308,0.09574970271562538,0.3050022203287213,0.00442192473157459,-0.02760128498182749,0.989939874475208,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,30d,liquidity_proxy_ge_1,1.0,,2955672,6810,0.11045082884671513,0.35069024790985476,0.007057823626138755,0.005652083807092517,0.9957398755230458,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,3d,liquidity_proxy_ge_1,1.0,,2955672,32833,0.10908506287115645,0.34294768799476755,0.00919932681884121,-0.013942085574005322,0.9497523115098571,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,6h,liquidity_proxy_ge_1,1.0,,2955672,112268,0.11023738299289432,0.34152481894169656,0.005941429577209427,-0.013018795458736783,0.9786148541600828,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,7d,liquidity_proxy_ge_1,1.0,,2955672,14808,0.10444493159927751,0.32854599766912485,0.009365220208492155,-0.06227003086722885,1.0178611751690942,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,close,liquidity_proxy_ge_1,1.0,,2955672,66394,0.05438153140306245,0.18864913227709074,0.011401153650997102,-0.11257814392713301,1.0847213956753152,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,14d,liquidity_proxy_ge_1,1.0,,2955672,9775,0.1048208360935255,0.3351198584129086,0.009559871538574663,-0.010825482250941543,0.9968407747488717,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,15m,liquidity_proxy_ge_1,1.0,,2955672,116275,0.10254587113025555,0.33059287345075306,0.007142781550813446,0.00797573560895095,1.0314047633125234,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,1d,liquidity_proxy_ge_1,1.0,,2955672,70815,0.12165800862858903,0.38151857908759096,0.008804260692997458,-0.06129181968175499,0.9210999604491432,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,1h,liquidity_proxy_ge_1,1.0,,2955672,61308,0.09635802729779902,0.3124840740246438,0.0035193748707068985,-0.011553617026977608,1.0064230575636253,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,30d,liquidity_proxy_ge_1,1.0,,2955672,6810,0.11065024597190967,0.35138522113382553,0.008794466043332637,0.003183009835426735,0.9903286074064788,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,3d,liquidity_proxy_ge_1,1.0,,2955672,32833,0.10970824021099068,0.3483781519541895,0.00974763868364079,-0.01621895472954537,0.9492490839009966,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,6h,liquidity_proxy_ge_1,1.0,,2955672,112268,0.11084959835820239,0.34795420753883205,0.007009589576165117,-0.007451815482441116,0.983917412045608,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,7d,liquidity_proxy_ge_1,1.0,,2955672,14808,0.10520453429715515,0.33335295045266633,0.010258508082457945,-0.07220660822527446,1.0051198326658428,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,close,liquidity_proxy_ge_1,1.0,,2955672,66394,0.05469733992509075,0.19546057944813494,0.016416480544106556,-0.10281211832987583,1.143303398483801,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,14d,liquidity_proxy_ge_1,1.0,,2955672,9775,0.10912842668428356,0.34476678928721893,0.0510537156397306,-0.4773567746132621,1.0129532532297512,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,15m,liquidity_proxy_ge_1,1.0,,2955672,116275,0.10414723420040856,0.3311760578854113,0.029601898713036798,-0.2756141181121612,1.0446282095208856,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,1d,liquidity_proxy_ge_1,1.0,,2955672,70815,0.12580829946054237,0.3894813151744687,0.04647522526504975,-0.39992178818462804,0.9298672729255447,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,1h,liquidity_proxy_ge_1,1.0,,2955672,61308,0.0987462741902035,0.3138689987054854,0.034486520241628356,-0.3566243152221012,0.9765142634020642,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,30d,liquidity_proxy_ge_1,1.0,,2955672,6810,0.11365294831728319,0.36011280409194824,0.0378239046518788,-0.33629301444480136,0.9905474573306826,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,3d,liquidity_proxy_ge_1,1.0,,2955672,32833,0.11683817496048227,0.3637336149350916,0.0646310371911797,-0.5809009676024054,0.9482239543480638,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,6h,liquidity_proxy_ge_1,1.0,,2955672,112268,0.11566416298278599,0.3572516876147551,0.05325420316041951,-0.48135196253849005,0.9561346337736285,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,7d,liquidity_proxy_ge_1,1.0,,2955672,14808,0.11053035503762522,0.3466617019424813,0.059793097189970945,-0.559590335443576,1.0137142430486215,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,close,liquidity_proxy_ge_1,1.0,,2955672,66394,0.05533696265845956,0.19178562307457803,0.017464301359156546,-0.3107212708887896,1.0780951754335504,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,14d,liquidity_proxy_ge_1,1.0,,2955672,9775,0.10436015768386318,0.3331982485371319,0.012131182919120943,0.03236097182885136,1.0056201330401777,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,15m,liquidity_proxy_ge_1,1.0,,2955672,116275,0.10211518662048652,0.3300035319337952,0.008358350967953709,0.04779471618182267,1.052556642835749,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,1d,liquidity_proxy_ge_1,1.0,,2955672,70815,0.12104110952684351,0.38344651112837896,0.009176834979244753,-0.060075612831523836,0.8949100857127216,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,1h,liquidity_proxy_ge_1,1.0,,2955672,61308,0.09582311018944915,0.31023150311847825,0.005824083637842928,0.031918541406046545,0.9911141586064777,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,30d,liquidity_proxy_ge_1,1.0,,2955672,6810,0.11053544028411832,0.3532506514045941,0.0094276411557606,0.035710633116113284,0.9843728590068908,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,3d,liquidity_proxy_ge_1,1.0,,2955672,32833,0.10910796448993519,0.35316930185379314,0.012567458284521422,-0.000659640140193175,0.8976753968398209,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,6h,liquidity_proxy_ge_1,1.0,,2955672,112268,0.11051318481524698,0.34661209505045104,0.009975199182367838,0.009043222455876921,0.9429144367619133,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,7d,liquidity_proxy_ge_1,1.0,,2955672,14808,0.10454395134804446,0.3351399462232144,0.009454965830122397,-0.02701721621455289,0.9915289740813693,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,close,liquidity_proxy_ge_1,1.0,,2955672,66394,0.05445714566157317,0.19721366878700805,0.01426253384229561,-0.0024700678638315265,1.099772995060868,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,14d,liquidity_proxy_ge_1,1.0,,2955672,9775,0.10421332732391286,0.3296722487455653,0.0104209240361393,-0.003285951563010124,1.0181524124659218,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,15m,liquidity_proxy_ge_1,1.0,,2955672,116275,0.10196865148778697,0.3251802111102542,0.007812444396015393,0.005494049906193822,1.052403741268387,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,1d,liquidity_proxy_ge_1,1.0,,2955672,70815,0.12089176067055113,0.37635275941265606,0.00641184295307393,-0.054585186243430034,0.9455381382647235,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,1h,liquidity_proxy_ge_1,1.0,,2955672,61308,0.09574344789634574,0.3050500872791654,0.0046289758910679725,-0.029414124943991888,0.9873477814829181,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,30d,liquidity_proxy_ge_1,1.0,,2955672,6810,0.1104414286788342,0.35094612695225896,0.007879898532766013,0.00462771228247843,0.9940854065744302,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,3d,liquidity_proxy_ge_1,1.0,,2955672,32833,0.10908027963385152,0.34287165075409876,0.008619200048813735,-0.012345953641045961,0.9528462760016372,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,6h,liquidity_proxy_ge_1,1.0,,2955672,112268,0.11023584143699187,0.34160122956665107,0.005912644673676867,-0.009805542372525747,0.9812128418621086,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,7d,liquidity_proxy_ge_1,1.0,,2955672,14808,0.10443704109312782,0.3285769164296823,0.0095261062716345,-0.06291729283839002,1.016555090398951,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,close,liquidity_proxy_ge_1,1.0,,2955672,66394,0.054347140073657055,0.18858885354299887,0.010443028938956003,-0.12108126881295166,1.0779527672588916,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,14d,liquidity_proxy_ge_1,1.0,,2955672,9775,0.10438173913043457,0.33092463533240263,0.01517033248081842,-0.042307580590508875,1.0876673106350812,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,15m,liquidity_proxy_ge_1,1.0,,2955672,116275,0.10229735798746482,0.3268709059186708,0.017845022575790154,-0.047927313120216024,1.127829867213686,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,1d,liquidity_proxy_ge_1,1.0,,2955672,70815,0.12099907364259518,0.3766785789955639,0.013439807950293012,-0.09950395276817663,1.015728476104117,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,1h,liquidity_proxy_ge_1,1.0,,2955672,61308,0.09587840738568752,0.3056081829109654,0.011190709205976368,-0.074909183214301,1.0615295445492219,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,30d,liquidity_proxy_ge_1,1.0,,2955672,6810,0.11049822320117517,0.35146332637425237,0.011273127753303969,-0.031067865662462994,1.0618523576499799,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,3d,liquidity_proxy_ge_1,1.0,,2955672,32833,0.10912294947157689,0.3428958824124328,0.010130661224987066,-0.06181568036411165,1.0228057625778677,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,6h,liquidity_proxy_ge_1,1.0,,2955672,112268,0.1102650826593282,0.3422163219862939,0.010224373819788359,-0.06009898135271758,1.054944333954564,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,7d,liquidity_proxy_ge_1,1.0,,2955672,14808,0.10471657212317496,0.3302104003287634,0.01675985953538625,-0.10874266259841475,1.0881524609713629,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,close,liquidity_proxy_ge_1,1.0,,2955672,66394,0.05474006687355539,0.19067811252316325,0.017980239178239,-0.17356467128118952,1.1539271772753315,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,14d,cumulative_volume_ge_100,,100.0,2955672,9027,0.10243443943250702,0.32375513720894455,0.010350011879871272,0.007794574862890222,1.0307706550287128,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,15m,cumulative_volume_ge_100,,100.0,2955672,112014,0.09852006156191508,0.3154107501722473,0.010864386155778838,0.0027797250468187392,1.078133459817892,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,1d,cumulative_volume_ge_100,,100.0,2955672,61407,0.11766679752931157,0.36684276112774805,0.006185745012725074,-0.048446681418398405,0.9500405806658556,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,1h,cumulative_volume_ge_100,,100.0,2955672,60371,0.09452240342135709,0.3014907976231906,0.004396429545947509,-0.03130920508707885,0.9941217812494703,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,30d,cumulative_volume_ge_100,,100.0,2955672,6136,0.10872147903381149,0.3408219025574434,0.009847823679390811,0.0330608157800545,1.0295678509547224,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,3d,cumulative_volume_ge_100,,100.0,2955672,28283,0.09922530294566691,0.3155018287884656,0.00828255585134092,0.007201518476571238,0.9721181810256933,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,6h,cumulative_volume_ge_100,,100.0,2955672,103624,0.10426844022132202,0.3243451032501689,0.004643428040570572,-0.018831068589730642,1.0021655665633424,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,7d,cumulative_volume_ge_100,,100.0,2955672,13486,0.10126050732509986,0.3189265557306464,0.010320734324330127,-0.0426872664345943,1.0335868564834478,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
beta,close,cumulative_volume_ge_100,,100.0,2955672,66173,0.05399638355155121,0.18757467523315038,0.011703588187646389,-0.11733535121662785,1.0875016436395581,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,14d,cumulative_volume_ge_100,,100.0,2955672,9027,0.10308832121988683,0.3296314794183465,0.008993124048595454,0.0006009865022947071,1.0080043472709839,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,15m,cumulative_volume_ge_100,,100.0,2955672,112014,0.09905933385210301,0.3205386351412125,0.008962047853778254,0.006348365986548208,1.053996123423244,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,1d,cumulative_volume_ge_100,,100.0,2955672,61407,0.1183701064757427,0.3720331912382979,0.008830400243731797,-0.04794661035994325,0.9316201357204916,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,1h,cumulative_volume_ge_100,,100.0,2955672,60371,0.09512448421349558,0.30907706027970916,0.0038733468090582633,-0.01547329891780769,1.0108610762663297,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,30d,cumulative_volume_ge_100,,100.0,2955672,6136,0.10897230244082912,0.34353502205688197,0.011273862223171746,0.029407411837291984,1.020336131436816,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,3d,cumulative_volume_ge_100,,100.0,2955672,28283,0.09983381401393557,0.32110229838604193,0.008731186239073289,0.004046367760511607,0.975532086547668,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,6h,cumulative_volume_ge_100,,100.0,2955672,103624,0.10485966210914402,0.3307426475859347,0.006302732499721281,-0.012921200884330611,1.0100023687222572,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,7d,cumulative_volume_ge_100,,100.0,2955672,13486,0.10207452556598338,0.32403416406706337,0.009912142663679154,-0.05127681338774421,1.0209017346877793,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
binned_reliability,close,cumulative_volume_ge_100,,100.0,2955672,66173,0.05431386046740974,0.19432303172127616,0.01670876861138228,-0.10767329584274145,1.1465307785829058,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,14d,cumulative_volume_ge_100,,100.0,2955672,9027,0.10718226314372091,0.33829092325873467,0.04990012383918481,-0.4739631580985989,1.0252740091675316,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,15m,cumulative_volume_ge_100,,100.0,2955672,112014,0.10068758793361465,0.32138508474976835,0.029562230064923773,-0.28050208190466186,1.066878736716768,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,1d,cumulative_volume_ge_100,,100.0,2955672,61407,0.12279659016009964,0.38038535572818266,0.0468914204821032,-0.40871039890935307,0.9368140916665885,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,1h,cumulative_volume_ge_100,,100.0,2955672,60371,0.09755095642585793,0.3104285435964836,0.034419340637498644,-0.3595656444064282,0.9802950990398328,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,30d,cumulative_volume_ge_100,,100.0,2955672,6136,0.11165944450064182,0.34916398788896097,0.035980556108002985,-0.32372806225163675,1.025944383491509,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
